"id","group","expression","uid","gene_id","gene_name","alias","desc"
622,"t40","up","100791015","MSTRG.266","LOC100791015","GLYMA_01G019200","phosphoenolpyruvate carboxykinase (ATP) 1"
22314,"t40","up","100820369","MSTRG.7530","LOC100820369","GLYMA_04G225500","protein RESPONSE TO LOW SULFUR 3"
111956,"t40","up","100811969","MSTRG.37800","LOC100811969","GLYMA_19G200200","E3 ubiquitin-protein ligase PUB22"
48981,"t40","up","102667868","MSTRG.16677","LOC102667868","GLYMA_08G351800","1-aminocyclopropane-1-carboxylate oxidase homolog 12"
27318,"t40","up","100813457","MSTRG.9235","LOC100813457","GLYMA_05G185500","neutral/alkaline invertase 3, chloroplastic"
92961,"t40","up",NA,"MSTRG.31488",".",NA,NA
28019,"t40","up","102670105","MSTRG.9468","LOC102670105","GLYMA_05G215700","uncharacterized LOC102670105"
112445,"t40","up","100788976","MSTRG.38012","LOC100788976","GLYMA_19G224600","transcription factor MYB61"
107070,"t40","up","106797139","MSTRG.36197","LOC106797139","GLYMA_18G270700","receptor-like protein kinase FERONIA"
35217,"t40","up","100806530","MSTRG.11946","LOC100806530","GLYMA_06G310100","probable carboxylesterase 15"
15634,"t40","up",NA,"MSTRG.5257",".",NA,NA
94177,"t40","up","100784113","MSTRG.31780","LOC100784113","GLYMA_16G122700","aspartyl protease family protein"
43841,"t40","up",NA,"MSTRG.14956",".",NA,NA
42777,"t40","up",NA,"MSTRG.14562",".",NA,NA
81674,"t40","up","100819184","MSTRG.27815","LOC100819184","GLYMA_14G048900","1-aminocyclopropane-1-carboxylate oxidase-like"
32594,"t40","up","100788151","MSTRG.11193","LOC100788151","GLYMA_06G175100","leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1"
25231,"t40","up",NA,"MSTRG.8535",".",NA,NA
94950,"t40","up","100791196","MSTRG.32043","LOC100791196","GLYMA_16G161100","UPF0481 protein At3g47200"
82954,"t40","up","100791341","MSTRG.28254","LOC100791341","GLYMA_14G102700","chorismate mutase 2"
23913,"t40","up","100792365","MSTRG.8166","LOC100792365","GLYMA_05G032700","histone-lysine N-methyltransferase SETD1A"
618,"t40","up",NA,"MSTRG.266",".",NA,NA
43711,"t40","up",NA,"MSTRG.14906",".",NA,NA
77174,"t40","up","100807221","MSTRG.26121","LOC100807221","GLYMA_13G208000","probable aspartic proteinase GIP2"
54948,"t40","up","106794104","MSTRG.18700","LOC106794104","GLYMA_09G281800","isoliquiritigenin 2'-O-methyltransferase"
91040,"t40","up","112999626","MSTRG.30735","LOC112999626","GLYMA_15G249800","VQ motif-containing protein 1"
103882,"t40","up","100818203","MSTRG.35247","LOC100818203","GLYMA_18G110200","aspartyl protease family protein 2"
108940,"t40","up",NA,"MSTRG.36798",".",NA,NA
57619,"t40","up","100777197","MSTRG.19512","LOC100777197","GLYMA_10G115500","cytochrome P450 71D8-like"
88782,"t40","up",NA,"MSTRG.30185",".",NA,NA
14644,"t40","up",NA,"MSTRG.4918",".",NA,NA
119094,"t40","up","112999210","MSTRG.40278","LOC112999106","","28S ribosomal RNA"
63831,"t40","up","100305807","MSTRG.21792","LOC100305807","GLYMA_11G105800","uncharacterized LOC100305807"
112414,"t40","up","100787396","MSTRG.37996","LOC100787396","GLYMA_19G222900","putative expansin-A17"
4448,"t40","up",NA,"MSTRG.1480",".",NA,NA
86696,"t40","up","547668","MSTRG.29373","LOC547668","GLYMA_15G042000, NDX1","nodulin homeobox"
52262,"t40","up","547622","MSTRG.17706","DREB1-like","GLYMA_09G147200, CBF, DREB1","CRT binding factor 1"
107723,"t40","up",NA,"MSTRG.36432",".",NA,NA
109177,"t40","up","100785963","MSTRG.36841","LOC100785963","GLYMA_19G065800","putative aminoacrylate hydrolase RutD"
77417,"t40","up",NA,"MSTRG.26209",".",NA,NA
1219,"t40","up","100778239","MSTRG.478","LOC100778239","GLYMA_01G048400","ribonuclease 3"
485,"t40","up",NA,"MSTRG.213",".",NA,NA
50345,"t40","up","100797371","MSTRG.17176","LOC100797371","GLYMA_09G048900","isoflavone 2'-hydroxylase"
19471,"t40","up","100801328","MSTRG.6745","LOC100801328","GLYMA_04G096300","GATA transcription factor 24"
23845,"t40","up","851752","MSTRG.8138","HIR3","YDR172W, GST1, PNM2, SAL3, SUF12, SUP2, SUP36","translation termination factor GTPase eRF3"
12517,"t40","up","102662076","MSTRG.4308","LOC102662076","GLYMA_03G032300","putative cysteine-rich receptor-like protein kinase 35"
107422,"t40","up","100798636","MSTRG.36332","LOC100798636","GLYMA_18G287700","heat shock cognate 70 kDa protein 2"
76048,"t40","up","100787246","MSTRG.25693","PT11C","GLYMA_11G210500, GmPT11c","prenyltransferase family protein PT11c"
50224,"t40","up",NA,"MSTRG.17125",".",NA,NA
95268,"t40","up",NA,"MSTRG.32158",".",NA,NA
68392,"t40","up",NA,"MSTRG.23331",".",NA,NA
16979,"t40","up",NA,"MSTRG.5801",".",NA,NA
84973,"t40","up","100811511","MSTRG.28746","LOC100811511","GLYMA_14G190700","calmodulin-binding receptor-like cytoplasmic kinase 2"
56530,"t40","up","100775768","MSTRG.19259","LOC100775768","GLYMA_10G066000","serine/threonine-protein kinase CTR1"
26048,"t40","up","100820209","MSTRG.8732","LOC100820209","GLYMA_05G123000","probable WRKY transcription factor 9"
116110,"t40","up","100818944","MSTRG.39176","LOC100818944","GLYMA_20G133100","BTB/POZ domain-containing protein NPY2"
12929,"t40","up","100805036","MSTRG.4434","LOC100805036","GLYMA_03G054100v4","disease resistance protein RPV1-like"
12325,"t40","up","100785788","MSTRG.4260","LOC100785788","GLYMA_03G024500","ruBisCO-associated protein"
78272,"t40","up",NA,"MSTRG.26528",".",NA,NA
102905,"t40","up","842733","MSTRG.34909","WRKY62","AT1G64280, ARABIDOPSIS NONEXPRESSER OF PR GENES 1, ATNPR1, F15H21.6, F15H21_6, NIM1, NON-INDUCIBLE IMMUNITY 1, NONEXPRESSER OF PR GENES 1, REGULATORY PROTEIN NPR1, SAI1, SALICYLIC ACID INSENSITIVE 1","regulatory protein (NPR1)"
86931,"t40","up",NA,"MSTRG.29454",".",NA,NA
102034,"t40","up",NA,"MSTRG.34572",".",NA,NA
98466,"t40","up",NA,"MSTRG.33389",".",NA,NA
37823,"t40","up","100779987","MSTRG.12881","LOC100779987","GLYMA_07G103000, AT1G18270","uncharacterized LOC100779987"
116244,"t40","up","113000773","MSTRG.39215","LOC113000773","","putative receptor-like protein kinase At4g00960"
92371,"t40","up",NA,"MSTRG.31254",".",NA,NA
72001,"t40","up","100798683","MSTRG.24443","LOC100798683","GLYMA_12G218100","exosome complex exonuclease RRP44 homolog A"
112724,"t40","up",NA,"MSTRG.38122",".",NA,NA
119229,"t40","up","112999065","MSTRG.40363","LOC112999065","","18S ribosomal RNA"
101618,"t40","up","100814612","MSTRG.34426","LOC100814612","GLYMA_17G257200","cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG1-like"
117255,"t40","up","100789009","MSTRG.39591","LOC100789009","GLYMA_20G186200","AP2/ERF and B3 domain-containing transcription repressor RAV2"
86095,"t40","up",NA,"MSTRG.29161",".",NA,NA
59580,"t40","up","100797211","MSTRG.20152","LOC100797211","GLYMA_10G204100","lysine histidine transporter-like 6"
54076,"t40","up",NA,"MSTRG.18374",".",NA,NA
2110,"t40","up","113664110","MSTRG.708","IDL2A","GLYMA_01G090400v4, GmIDL2A","IDA-like protein"
50833,"t40","up","100802508","MSTRG.17343","LOC100802508","GLYMA_09G072000","ethylene-responsive transcription factor ERF017"
101311,"t40","up","100814085","MSTRG.34305","LOC100814085","GLYMA_17G242000","serine/threonine-protein kinase tricornered"
11320,"t40","up",NA,"MSTRG.3888",".",NA,NA
39850,"t40","up",NA,"MSTRG.13444",".",NA,NA
63918,"t40","up","100784908","MSTRG.21827","LOC100784908","GLYMA_11G109800","uncharacterized LOC100784908"
66880,"t40","up","100306576","MSTRG.22815","LOC100306576","GLYMA_11G236500","uncharacterized LOC100306576"
22670,"t40","up","100781718","MSTRG.7658","LOC100781718","GLYMA_04G240100","WAT1-related protein At5g40210"
86210,"t40","up","100785345","MSTRG.29198","LOC100785345","GLYMA_15G021900","LRR receptor-like serine/threonine-protein kinase IOS1"
29269,"t40","up","100795719","MSTRG.9946","LOC100795719","GLYMA_06G024000","protein PSK SIMULATOR 2"
80350,"t40","up","100801386","MSTRG.27289","LOC100801386","GLYMA_13G355000","ABC transporter G family member 36"
105761,"t40","up","100820497","MSTRG.35716","LOC100820497","GLYMA_18G201850v4","probable 2-oxoglutarate-dependent dioxygenase At5g05600"
12327,"t40","up","100788442","MSTRG.4263","LOC100788442","GLYMA_03G024566v4","ruBisCO-associated protein-like"
7470,"t40","up","7157","MSTRG.2595","SIK1","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53"
114464,"t40","up","100781890","MSTRG.38638","LOC100781890","GLYMA_20G059100","OBERON-like protein"
27357,"t40","up",NA,"MSTRG.9250",".",NA,NA
32085,"t40","up",NA,"MSTRG.11007",".",NA,NA
26071,"t40","up","100779395","MSTRG.8741","LOC100779395","GLYMA_05G124800","berberine bridge enzyme-like 28"
117261,"t40","up",NA,"MSTRG.39593",".",NA,NA
107698,"t40","up",NA,"MSTRG.36425",".",NA,NA
52540,"t40","up","100789630","MSTRG.17799","LOC100789630","GLYMA_09G163900","kunitz trypsin inhibitor 5"
118605,"t40","up",NA,"MSTRG.40078",".",NA,NA
106233,"t40","up",NA,"MSTRG.35877",".",NA,NA
27881,"t40","up","100791666","MSTRG.9419","LOC100791666","GLYMA_05G209100","uncharacterized LOC100791666"
103378,"t40","up",NA,"MSTRG.35074",".",NA,NA
57617,"t40","up","100776660","MSTRG.19510","LOC100776660","GLYMA_10G115300","cytochrome P450 71D8-like"
85311,"t40","up","100782663","MSTRG.28870","LOC100782663","GLYMA_14G208000","NDR1/HIN1-like protein 6"
41274,"t40","up","100792931","MSTRG.13983","LOC100792931","GLYMA_07G266500","scarecrow-like protein 13-like"
66742,"t40","up","100800078","MSTRG.22753","LOC100800078","GLYMA_11G230300","putative serine/threonine-protein kinase-like protein CCR3"
79796,"t40","up","100776413","MSTRG.27091","LOC100776413","GLYMA_13G331400","probable NOT transcription complex subunit VIP2"
59489,"t40","up",NA,"MSTRG.20124",".",NA,NA
34364,"t40","up",NA,"MSTRG.11665",".",NA,NA
81352,"t40","up","100814739","MSTRG.27681","LOC100814739","GLYMA_14G031300","BTB/POZ domain and ankyrin repeat-containing protein NPR1"
50350,"t40","up","100807819","MSTRG.17179","LOC100807819","GLYMA_09G049200","isoflavone 2'-hydroxylase"
9882,"t40","up",NA,"MSTRG.3326",".",NA,NA
114107,"t40","up",NA,"MSTRG.38564",".",NA,NA
99937,"t40","up","100810503","MSTRG.33935","LOC100810503","GLYMA_17G180500","L-ascorbate oxidase homolog"
54037,"t40","up","100794374","MSTRG.18360","LOC100794374","GLYMA_09G238100","amino acid transporter AVT1I"
105949,"t40","up","100797583","MSTRG.35772","LOC100797583","GLYMA_18G210500","alanine--glyoxylate aminotransferase 2 homolog 3, mitochondrial"
68126,"t40","up",NA,"MSTRG.23230",".",NA,NA
32869,"t40","up","100778890","MSTRG.11298","LOC100778890","GLYMA_06G188900","HIPL1 protein"
62810,"t40","up",NA,"MSTRG.21366",".",NA,NA
69025,"t40","up","100810579","MSTRG.23547","LOC100810579","GLYMA_12G075200","exocyst complex component EXO70H1"
8570,"t40","up","100806595","MSTRG.2979","LOC100806595","GLYMA_02G151700","peroxidase 3"
97907,"t40","up",NA,"MSTRG.33180",".",NA,NA
87352,"t40","up","100809588","MSTRG.29619","LOC100809588","GLYMA_15G072200","putative serine/threonine-protein kinase"
11590,"t40","up",NA,"MSTRG.3997",".",NA,NA
8154,"t40","up",NA,"MSTRG.2823",".",NA,NA
107555,"t40","up",NA,"MSTRG.36377",".",NA,NA
37842,"t40","up","100780503","MSTRG.12889","LOC100780503","GLYMA_07G103700","NDR1/HIN1-like protein 10"
105195,"t40","up","100805188","MSTRG.35559","LOC100805188","GLYMA_18G172600","protein SULFUR DEFICIENCY-INDUCED 1"
35399,"t40","up",NA,"MSTRG.12011",".",NA,NA
26432,"t40","up",NA,"MSTRG.8884",".",NA,NA
12326,"t40","up",NA,"MSTRG.4263",".",NA,NA
61629,"t40","up","100812510","MSTRG.20935","LOC100812510","GLYMA_11G001200","leucine-rich repeat protein 2"
22930,"t40","up","100793208","MSTRG.7766","LOC100793208","GLYMA_04G2543001, GmSHMT04n","serine hydroxymethyltransferase 7"
41386,"t40","up","100802991","MSTRG.14018","LOC100802991","GLYMA_07G270300","uncharacterized LOC100802991"
5895,"t40","up","100811928","MSTRG.2051","LOC100811928","GLYMA_02G026700","paired amphipathic helix protein Sin3-like 4"
11582,"t40","up","102669549","MSTRG.3991","LOC102669549","GLYMA_02G298100","heavy metal-associated isoprenylated plant protein 47"
87498,"t40","up","100809924","MSTRG.29673","LOC100809924","GLYMA_15G078600","glutaredoxin-C9"
104040,"t40","up","100790891","MSTRG.35287","LOC100790891","GLYMA_18G118300","uncharacterized LOC100790891"
77107,"t40","up","100795896","MSTRG.26093","LOC100795896","GLYMA_13G204400","transcription factor bHLH130"
38616,"t40","up","100306610","MSTRG.13131","LOC100306610","GLYMA_07G139300","uncharacterized LOC100306610"
32049,"t40","up",NA,"MSTRG.10996",".",NA,NA
57696,"t40","up","100800042","MSTRG.19534","LOC100800042","GLYMA_10G119300","cucumisin"
41906,"t40","up","102667104","MSTRG.14211","LOC102667104","GLYMA_08G018300","probable WRKY transcription factor 29"
113819,"t40","up",NA,"MSTRG.38502",".",NA,NA
12674,"t40","up","100527088","MSTRG.4368","LOC100527088","GLYMA_03G040900","putative LURP-one-related protein"
78353,"t40","up","100786017","MSTRG.26562","LOC100786017","GLYMA_13G263800","protein SRG1"
101352,"t40","up","100799835","MSTRG.34320","LOC100799835","GLYMA_17G244200","patatin-like protein 2"
86062,"t40","up",NA,"MSTRG.29145",".",NA,NA
62273,"t40","up","100787211","MSTRG.21167","LOC100787211","GLYMA_11G029700v4","uncharacterized LOC100787211"
37848,"t40","up","100784278","MSTRG.12894","LOC100784278","GLYMA_07G103900","NDR1/HIN1-like protein 10"
13664,"t40","up","100789148","MSTRG.4612","LOC100789148","GLYMA_03G084200","membrane protein of ER body 2"
104094,"t40","up",NA,"MSTRG.35303",".",NA,NA
51113,"t40","up","100785028","MSTRG.17419","LOC100785028","GLYMA_09G087400","probable inositol transporter 2"
27958,"t40","up","7316","MSTRG.9439","ACS1","HMG20","ubiquitin C"
80507,"t40","up","100781212","MSTRG.27346","LOC100781212","GLYMA_13G363000","acyl-protein thioesterase 2"
67917,"t40","up","100793934","MSTRG.23173","LOC100793934","GLYMA_12G023300","L-ascorbate oxidase homolog"
113090,"t40","up",NA,"MSTRG.38259",".",NA,NA
4455,"t40","up","8877","MSTRG.1481","SPK-1","SPHK","sphingosine kinase 1"
66919,"t40","up",NA,"MSTRG.22828",".",NA,NA
60327,"t40","up","4344063","MSTRG.20418","HSF-19","OSNPB_070640900, HSF12, HSF19, HSFB4B, OJ1340_C08.141-1, OJ1340_C08.141-2, OsHSF12, OsHsf-19, rHsf12","heat stress transcription factor B-4b-like"
92845,"t40","up","100782693","MSTRG.31456","LOC100782693","GLYMA_16G063500","F-box/kelch-repeat protein At3g23880"
42853,"t40","up",NA,"MSTRG.14586",".",NA,NA
11279,"t40","up","100500122","MSTRG.3876","LOC100500122","GLYMA_02G282400","reticulon-like protein B8"
83452,"t40","up","100784982","MSTRG.28356","LOC100784982","GLYMA_14G130000","molybdate transporter 1"
95257,"t40","up",NA,"MSTRG.32156",".",NA,NA
80154,"t40","up","100776582","MSTRG.27212","LOC100776582","GLYMA_13G346700","endochitinase PR4"
66258,"t40","up","826796","MSTRG.22577","CRK39","AT4G11890, ABA- AND  OSMOTIC-STRESS-INDUCIBLE RECEPTOR-LIKE CYTOSOLIC KINASE1, CRK45, T26M18.100, T26M18_100, cysteine-rich receptor-like protein kinase 45","Protein kinase superfamily protein"
85516,"t40","up","100785143","MSTRG.28955","LOC100785143","GLYMA_14G218100","cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG1-like"
87828,"t40","up",NA,"MSTRG.29787",".",NA,NA
34925,"t40","up","100807943","MSTRG.11836","LOC100807943","GLYMA_06G294100","protein ACCELERATED CELL DEATH 6"
23154,"t40","up","817097","MSTRG.7827","matR","AT2G25580, F3N11.3, F3N11_3, mitochondrial editing factor 8","Tetratricopeptide repeat (TPR)-like superfamily protein"
108192,"t40","up","100803092","MSTRG.36591","LOC100803092","GLYMA_19G020700","aldose 1-epimerase-like"
114620,"t40","up","102666115","MSTRG.38672","LOC102666115","GLYMA_20G064500","VQ motif-containing protein 22"
5345,"t40","up",NA,"MSTRG.1819",".",NA,NA
8152,"t40","up",NA,"MSTRG.2823",".",NA,NA
52023,"t40","up","100819225","MSTRG.17656","LOC100819225","GLYMA_09G134900","silicon efflux transporter LSI3"
114516,"t40","up",NA,"MSTRG.38645",".",NA,NA
27483,"t40","up",NA,"MSTRG.9302",".",NA,NA
7129,"t40","up","100811587","MSTRG.2495","LOC100811587","GLYMA_02G086100","RNA-dependent RNA polymerase 1"
73237,"t40","up",NA,"MSTRG.24742",".",NA,NA
66284,"t40","up","100793189","MSTRG.22584","CRK41","GLYMA_11G207500, GmCRK41","cysteine-rich receptor-like protein kinase"
98149,"t40","up",NA,"MSTRG.33275",".",NA,NA
97491,"t40","up",NA,"MSTRG.33025",".",NA,NA
74719,"t40","up",NA,"MSTRG.25236",".",NA,NA
60209,"t40","up","100782929","MSTRG.20383","LOC100782929","GLYMA_10G232800","mitogen-activated protein kinase kinase kinase YODA"
9742,"t40","up","100785391","MSTRG.3283","LOC100785391","GLYMA_02G204700","serine carboxypeptidase 24"
89691,"t40","up",NA,"MSTRG.30425",".",NA,NA
78199,"t40","up",NA,"MSTRG.26504",".",NA,NA
52710,"t40","up","100817623","MSTRG.17849","LOC100817623","GLYMA_09G172100","U-box domain-containing protein 21"
31913,"t40","up","100790279","MSTRG.10945","LOC100790279","GLYMA_06G145300","peroxidase 52-like"
109460,"t40","up","100809509","MSTRG.36901","LOC100809509","GLYMA_19G081200","MDIS1-interacting receptor like kinase 2"
92971,"t40","up",NA,"MSTRG.31488",".",NA,NA
51366,"t40","up","100780567","MSTRG.17491","LOC100780567","GLYMA_09G099900","probable LRR receptor-like serine/threonine-protein kinase At1g56130"
93382,"t40","up",NA,"MSTRG.31610",".",NA,NA
16876,"t40","up",NA,"MSTRG.5759",".",NA,NA
48361,"t40","up",NA,"MSTRG.16461",".",NA,NA
57616,"t40","up","106794901","MSTRG.19509","LOC106794901","GLYMA_10G115200","cytochrome P450 71D8-like"
2618,"t40","up",NA,"MSTRG.828",".",NA,NA
86063,"t40","up",NA,"MSTRG.29145",".",NA,NA
15746,"t40","up","100782572","MSTRG.5301","LOC100782572","GLYMA_03G187900","probable 2-oxoglutarate-dependent dioxygenase SLC1"
36565,"t40","up",NA,"MSTRG.12414",".",NA,NA
94922,"t40","up",NA,"MSTRG.32034",".",NA,NA
42840,"t40","up","100819209","MSTRG.14584","LOC100819209","GLYMA_08G062700","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380"
41571,"t40","up","100789081","MSTRG.14083","LOC100789081","GLYMA_08G003700","uncharacterized acetyltransferase At3g50280"
110014,"t40","up","100301906","MSTRG.37066","NAC11","GLYMA_19G108800, GmNAC181","transcriptional factor NAC11"
31067,"t40","up","100776419","MSTRG.10621","LOC100776419","GLYMA_06G107800, GmSHMT06n","serine hydroxymethyltransferase 7"
37808,"t40","up","100779437","MSTRG.12875","LOC100779437","GLYMA_07G102400","protein C2-DOMAIN ABA-RELATED 4"
87983,"t40","up",NA,"MSTRG.29834",".",NA,NA
68128,"t40","up","100798520","MSTRG.23231","LOC100798520","GLYMA_12G030700","chaperone protein dnaJ 11-like protein"
92308,"t40","up",NA,"MSTRG.31232",".",NA,NA
91202,"t40","up",NA,"MSTRG.30787",".",NA,NA
13686,"t40","up","100792313","MSTRG.4614","LOC100792313","GLYMA_03G085500","GTP cyclohydrolase 1"
36456,"t40","up","100801760","MSTRG.12361","LOC100801760","GLYMA_07G036700","protein BIG GRAIN 1-like B"
96361,"t40","up","100808550","MSTRG.32548","LOC100808550","GLYMA_17G011700","probable F-box protein At4g22030"
63088,"t40","up","100779180","MSTRG.21481","LOC100779180","GLYMA_11G069600","laccase-11"
26768,"t40","up","100786002","MSTRG.9011","LOC100786002","GLYMA_05G156500","uncharacterized LOC100786002"
41363,"t40","up",NA,"MSTRG.14013",".",NA,NA
69517,"t40","up","100804712","MSTRG.23723","LOC100804712","GLYMA_12G100400","vascular-related unknown protein 1"
93019,"t40","up","100813697","MSTRG.31501","LOC100799113","","uncharacterized LOC100813697"
7278,"t40","up","100500517","MSTRG.2536","LOC100500517","GLYMA_02G092500","CASP-like protein 12"
85053,"t40","up",NA,"MSTRG.28779",".",NA,NA
91831,"t40","up","100819379","MSTRG.31030","LOC100819379","GLYMA_16G012500","GDSL esterase/lipase 5"
49758,"t40","up",NA,"MSTRG.16947",".",NA,NA
73314,"t40","up","100790964","MSTRG.24761","LOC100790964","GLYMA_13G033900","rust resistance kinase Lr10"
94354,"t40","up","100805858","MSTRG.31829","LOC100805858","GLYMA_16G130900","probable serine protease EDA2-like"
16879,"t40","up",NA,"MSTRG.5759",".",NA,NA
7374,"t40","up",NA,"MSTRG.2561",".",NA,NA
49757,"t40","up",NA,"MSTRG.16947",".",NA,NA
105953,"t40","up","100799162","MSTRG.35775","LOC100799162","GLYMA_18G211000","cationic peroxidase 1"
107694,"t40","up","100778278","MSTRG.36425","LOC100778278","GLYMA_18G301600","uncharacterized protein At2g33490"
99067,"t40","up","100804630","MSTRG.33642","LOC100804630","GLYMA_17G141000","uncharacterized LOC100804630"
97331,"t40","up",NA,"MSTRG.32967",".",NA,NA
54582,"t40","up","100795950","MSTRG.18573","LOC100795950","GLYMA_09G266000","subtilisin-like protease SBT4.14"
102289,"t40","up","100787718","MSTRG.34690","LOC100787718","GLYMA_18G026900","putative serine/threonine-protein kinase-like protein CCR3"
377,"t40","up","100798963","MSTRG.163","LOC100798963","GLYMA_01G007500","receptor-like protein kinase HSL1"
106821,"t40","up",NA,"MSTRG.36098",".",NA,NA
98092,"t40","up",NA,"MSTRG.33250",".",NA,NA
29714,"t40","up","102659758","MSTRG.10117","LOC102659758","GLYMA_06G046800","uncharacterized LOC102659758"
106996,"t40","up","100808584","MSTRG.36166","LOC100808584","GLYMA_18G266900","probable endo-1,3(4)-beta-glucanase ARB_01444"
21403,"t40","up","100799729","MSTRG.7225","LOC100799729","GLYMA_04G186300","short-chain dehydrogenase TIC 32, chloroplastic"
70518,"t40","up","100779570","MSTRG.23983","LOC100779570","GLYMA_12G154400","cytochrome c oxidase copper chaperone 1"
31512,"t40","up","100777818","MSTRG.10798","LOC100777818","GLYMA_06G128700","calcineurin B-like protein 4"
93940,"t40","up","100812261","MSTRG.31731","LOC100812261","GLYMA_16G111700","glutamate receptor 3.6"
62492,"t40","up","100778656","MSTRG.21236","LOC100778656","GLYMA_11G039000","NAD-capped RNA hydrolase DXO1"
92739,"t40","up","100780528","MSTRG.31418","LOC100780528","GLYMA_16G058300","DNA replication complex GINS protein PSF2"
88474,"t40","up",NA,"MSTRG.30063",".",NA,NA
66429,"t40","up",NA,"MSTRG.22634",".",NA,NA
68584,"t40","up","100792870","MSTRG.23399","LOC100792870","GLYMA_12G053900","cyanogenic beta-glucosidase"
16498,"t40","up",NA,"MSTRG.5619",".",NA,NA
62738,"t40","up",NA,"MSTRG.21341",".",NA,NA
37442,"t40","up","100792035","MSTRG.12725","LOC100792035","GLYMA_07G083700","bark storage protein A"
16973,"t40","up","100500550","MSTRG.5798","LOC100500550","GLYMA_03G246800","uncharacterized LOC100500550"
43445,"t40","up","100793120","MSTRG.14806","LOC100793120","GLYMA_08G093200","type IV inositol polyphosphate 5-phosphatase 9"
7344,"t40","up",NA,"MSTRG.2551",".",NA,NA
52881,"t40","up",NA,"MSTRG.17917",".",NA,NA
90531,"t40","up","100527108","MSTRG.30619","LOC100527108","GLYMA_15G228500","uncharacterized LOC100527108"
60370,"t40","up","100816220","MSTRG.20435","LOC100816220","GLYMA_10G240200","transcription factor TCP19"
104935,"t40","up",NA,"MSTRG.35503",".",NA,NA
26438,"t40","up",NA,"MSTRG.8887",".",NA,NA
113086,"t40","up",NA,"MSTRG.38259",".",NA,NA
99353,"t40","up","102660238","MSTRG.33763","LOC102660238","GLYMA_17G155300","uncharacterized LOC102660238"
28516,"t40","up",NA,"MSTRG.9653",".",NA,NA
53335,"t40","up","100786257","MSTRG.18094","LOC100786257","GLYMA_09G203500","phosphoenolpyruvate carboxykinase (ATP) 1"
88337,"t40","up",NA,"MSTRG.30012",".",NA,NA
446,"t40","up","102665971","MSTRG.205","LOC102665971","GLYMA_01G011800","uncharacterized LOC102665971"
75210,"t40","up",NA,"MSTRG.25392",".",NA,NA
73834,"t40","up","100799780","MSTRG.24902","LOC100799780","GLYMA_13G053800","receptor-like protein kinase FERONIA"
79835,"t40","up","547794","MSTRG.27105","LOC547794","GLYMA_13G333100, GmTIP1;6, TIP1-6","nodulin-26"
12161,"t40","up","100806805","MSTRG.4205","LOC100806805","GLYMA_03G016300","BON1-associated protein 2"
43586,"t40","up","100805331","MSTRG.14861","LOC100805331","GLYMA_08G100400","phospholipase A1-Igamma1, chloroplastic"
81445,"t40","up",NA,"MSTRG.27724",".",NA,NA
58170,"t40","up","100783801","MSTRG.19646","LOC100783801","GLYMA_10G140200","putative expansin-A17"
41757,"t40","up",NA,"MSTRG.14149",".",NA,NA
19629,"t40","up",NA,"MSTRG.6791",".",NA,NA
112753,"t40","up",NA,"MSTRG.38130",".",NA,NA
31046,"t40","up","100805807","MSTRG.10612","LOC100805807","GLYMA_06G106700","uncharacterized LOC100805807"
21488,"t40","up",NA,"MSTRG.7254",".",NA,NA
58624,"t40","up",NA,"MSTRG.19807",".",NA,NA
39816,"t40","up","100776430","MSTRG.13431","LOC100776430","GLYMA_07G195300","stem-specific protein TSJT1"
254,"t40","up","100817780","MSTRG.113","LOC100817780","GLYMA_01G002100","auxin response factor 19"
100711,"t40","up",NA,"MSTRG.34085",".",NA,NA
96030,"t40","up",NA,"MSTRG.32423",".",NA,NA
3258,"t40","up","102669056","MSTRG.1003","LOC102669056","GLYMA_01G145200","uncharacterized LOC102669056"
118319,"t40","up",NA,"MSTRG.39980",".",NA,NA
5200,"t40","up",NA,"MSTRG.1757",".",NA,NA
113082,"t40","up","100797784","MSTRG.38259","LOC100797784","GLYMA_19G255300","cyclic nucleotide-gated ion channel 1"
118756,"t40","up",NA,"MSTRG.40109",".",NA,NA
98450,"t40","up",NA,"MSTRG.33386",".",NA,NA
47061,"t40","up","102668575","MSTRG.16096","LOC102668575","","uncharacterized LOC102668575"
61856,"t40","up",NA,"MSTRG.21005",".",NA,NA
52228,"t40","up",NA,"MSTRG.17696",".",NA,NA
64377,"t40","up",NA,"MSTRG.22019",".",NA,NA
117749,"t40","up",NA,"MSTRG.39768",".",NA,NA
90331,"t40","up","100811876","MSTRG.30571","LOC100811876","GLYMA_15G219400","nuclear-pore anchor"
53181,"t40","up",NA,"MSTRG.18038",".",NA,NA
6294,"t40","up","102666149","MSTRG.2188","LOC102666149","GLYMA_02G043500","F-box protein At2g26160"
14976,"t40","up","100785248","MSTRG.5018","LOC100785248","GLYMA_03G149200","sugar transporter ERD6-like 7"
6610,"t40","up","100806077","MSTRG.2306","LOC100806077","GLYMA_02G059700","lysM domain receptor-like kinase 4"
74835,"t40","up","100813304","MSTRG.25268","LOC100813304","GLYMA_13G102200","probable serine/threonine-protein kinase PIX13"
