"","uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
"389",100810689,"LOC100810689","GLYMA_17G083200","H/ACA ribonucleoprotein complex subunit 2-like protein",97862,"MSTRG.33165","t20","down",NA,NA
"390",100811105,"LOC100811105","GLYMA_19G231600","protein SREK1IP1",112599,"MSTRG.38068","t20","down",NA,NA
"391",100811997,"LOC100811997","GLYMA_20G098400","calreticulin",115359,"MSTRG.38890","t20","down",NA,NA
"392",100812234,"LOC100812234","GLYMA_07G270900","START domain-containing protein 10",41413,"MSTRG.14026","t20","down",NA,NA
"393",100813230,"LOC100813230","GLYMA_10G067000","dehydration-responsive element-binding protein 1B",56556,"MSTRG.19267","t20","down",NA,NA
"394",100815403,"LOC100815403","GLYMA_12G200800","uncharacterized LOC100815403",71694,"MSTRG.24308","t20","down",NA,NA
"395",100816661,"LOC100816661","GLYMA_13G149700","putative mediator of RNA polymerase II transcription subunit 26",75933,"MSTRG.25655","t20","down",NA,NA
"396",100817130,"LOC100817130","GLYMA_18G132500","probable inactive purple acid phosphatase 1",104355,"MSTRG.35358","t20","down",NA,NA
"397",100820292,"LOC100820292","GLYMA_17G117100","early nodulin-93-like",98595,"MSTRG.33446","t20","down",NA,NA
"398",102577934,"C4H1","","cinnamate 4-hydroxylase CYP73",115685,"MSTRG.39030","t20","down",NA,NA
"399",102663438,"LOC102663438","GLYMA_07G040000","uncharacterized LOC102663438",36514,"MSTRG.12390","t20","down",NA,NA
"400",102665617,"LOC102665617","GLYMA_11G022400","brassinosteroid-responsive RING protein 1",62129,"MSTRG.21114","t20","down",NA,NA
"401",102666841,"LOC100777575","","cyprosin-like",109546,"MSTRG.36922","t20","down",NA,NA
"402",106799481,"LOC106799481","","uncharacterized LOC106799481",40046,"MSTRG.13519","t20","down",NA,NA
"403",111138523,"LOC111138523","GLYMA_13G115900","RING/U-box superfamily protein",75178,"MSTRG.25378","t20","down",NA,NA
"404",112935895,"LOC112935895","GLYMA_11G250400v4","REF/SRPP-like protein",67217,"MSTRG.22929","t20","down",NA,NA
"405",112999750,"IF7GT3","GLYMA_16G175200, GmIF7GT3","isoflavone 7-O-glucosyltransferase UGT3",95210,"MSTRG.32138","t20","down",NA,NA
"406",121174643,"LOC121174643","","receptor-like serine/threonine-protein kinase At2g45590",12248,"MSTRG.4233","t20","down",NA,NA
"407",NA,".",NA,NA,14531,"MSTRG.4886","t20","down",NA,NA
"408",NA,".",NA,NA,41307,"MSTRG.13996","t20","down",NA,NA
"409",NA,".",NA,NA,43457,"MSTRG.14812","t20","down",NA,NA
"410",NA,".",NA,NA,26710,"MSTRG.8985","t20","down",NA,NA
"411",NA,".",NA,NA,28775,"MSTRG.9753","t20","down",NA,NA
"412",NA,".",NA,NA,99506,"MSTRG.33812","t20","down",NA,NA
"413",NA,".",NA,NA,118978,"MSTRG.40165","t20","down",NA,NA
"414",NA,".",NA,NA,85515,"MSTRG.28955","t20","down",NA,NA
"415",NA,".",NA,NA,8807,"MSTRG.3043","t20","down",NA,NA
"416",NA,".",NA,NA,63065,"MSTRG.21475","t20","down",NA,NA
"417",NA,".",NA,NA,21495,"MSTRG.7254","t20","down",NA,NA
"418",NA,".",NA,NA,95939,"MSTRG.32397","t20","down",NA,NA
"419",NA,".",NA,NA,4031,"MSTRG.1309","t20","down",NA,NA
"420",NA,".",NA,NA,80329,"MSTRG.27282","t20","down",NA,NA
"421",NA,".",NA,NA,48169,"MSTRG.16404","t20","down",NA,NA
"422",NA,".",NA,NA,58358,"MSTRG.19716","t20","down",NA,NA
"423",NA,".",NA,NA,107732,"MSTRG.36435","t20","down",NA,NA
"424",NA,".",NA,NA,77704,"MSTRG.26312","t20","down",NA,NA
"425",NA,".",NA,NA,98426,"MSTRG.33380","t20","down",NA,NA
"426",NA,".",NA,NA,37091,"MSTRG.12607","t20","down",NA,NA
"427",NA,".",NA,NA,49437,"MSTRG.16829","t20","down",NA,NA
"428",NA,".",NA,NA,96800,"MSTRG.32753","t20","down",NA,NA
"429",NA,".",NA,NA,15136,"MSTRG.5082","t20","down",NA,NA
"430",NA,".",NA,NA,28772,"MSTRG.9753","t20","down",NA,NA
"431",NA,".",NA,NA,73913,"MSTRG.24941","t20","down",NA,NA
"432",NA,".",NA,NA,112529,"MSTRG.38044","t20","down",NA,NA
"433",NA,".",NA,NA,107859,"MSTRG.36473","t20","down",NA,NA
"434",NA,".",NA,NA,54506,"MSTRG.18541","t20","down",NA,NA
"435",NA,".",NA,NA,118612,"MSTRG.40078","t20","down",NA,NA
"436",NA,".",NA,NA,54597,"MSTRG.18580","t20","down",NA,NA
"437",NA,".",NA,NA,50078,"MSTRG.17062","t20","down",NA,NA
"438",NA,".",NA,NA,24420,"MSTRG.8345","t20","down",NA,NA
"439",NA,".",NA,NA,17643,"MSTRG.6048","t20","down",NA,NA
"440",NA,".",NA,NA,47689,"MSTRG.16245","t20","down",NA,NA
"441",NA,".",NA,NA,97707,"MSTRG.33106","t20","down",NA,NA
"442",NA,".",NA,NA,71333,"MSTRG.24183","t20","down",NA,NA
"443",NA,".",NA,NA,110373,"MSTRG.37208","t20","down",NA,NA
"444",NA,".",NA,NA,25263,"MSTRG.8540","t20","down",NA,NA
"445",NA,".",NA,NA,99083,"MSTRG.33651","t20","down",NA,NA
"446",NA,".",NA,NA,108120,"MSTRG.36577","t20","down",NA,NA
"447",NA,".",NA,NA,5932,"MSTRG.2061","t20","down",NA,NA
"448",NA,".",NA,NA,101959,"MSTRG.34542","t20","down",NA,NA
"449",NA,".",NA,NA,43192,"MSTRG.14717","t20","down",NA,NA
"450",NA,".",NA,NA,118157,"MSTRG.39922","t20","down",NA,NA
"451",NA,".",NA,NA,105475,"MSTRG.35640","t20","down",NA,NA
"452",7157,"ACS","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53",41901,"MSTRG.14208","t40","up",NA,NA
"453",7157,"SIK1","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53",7470,"MSTRG.2595","t40","up",NA,NA
"454",7316,"ACS1","HMG20","ubiquitin C",27958,"MSTRG.9439","t40","up",NA,NA
"455",8877,"SPK-1","SPHK","sphingosine kinase 1",4455,"MSTRG.1481","t40","up",NA,NA
"456",11920,"G6PDH","C030026E19Rik","ataxia telangiectasia mutated",109509,"MSTRG.36908","t40","up",NA,NA
"457",41275,"41275","Dmel_CG14688, CG14688, Dmel\CG14688, PHYH, PHYHD1","Phytanoyl-CoA dioxygenase domain containing 1",102605,"MSTRG.34808","t40","up",NA,NA
"458",547622,"DREB1-like","GLYMA_09G147200, CBF, DREB1","CRT binding factor 1",52262,"MSTRG.17706","t40","up",NA,NA
"459",547668,"LOC547668","GLYMA_15G042000, NDX1","nodulin homeobox",86696,"MSTRG.29373","t40","up",NA,NA
"460",547794,"LOC547794","GLYMA_13G333100, GmTIP1;6, TIP1-6","nodulin-26",79835,"MSTRG.27105","t40","up",NA,NA
"461",732593,"LOC732593","GLYMA_06G321600","FAD-linked oxidoreductase 2",35462,"MSTRG.12036","t40","up",NA,NA
"462",778182,"LOC778182","GLYMA_03G227700, MYB160","transcription factor MYB86",16551,"MSTRG.5643","t40","up",NA,NA
"463",817097,"matR","AT2G25580, F3N11.3, F3N11_3, mitochondrial editing factor 8","Tetratricopeptide repeat (TPR)-like superfamily protein",23154,"MSTRG.7827","t40","up",NA,NA
"464",818429,"WRKY12","AT2G38470, ATWRKY33, T19C21.4, T19C21_4, WRKY DNA-BINDING PROTEIN 33, WRKY DNA-binding protein 33","WRKY DNA-binding protein 33",4916,"MSTRG.1650","t40","up",NA,NA
"465",826796,"CRK39","AT4G11890, ABA- AND  OSMOTIC-STRESS-INDUCIBLE RECEPTOR-LIKE CYTOSOLIC KINASE1, CRK45, T26M18.100, T26M18_100, cysteine-rich receptor-like protein kinase 45","Protein kinase superfamily protein",66258,"MSTRG.22577","t40","up",NA,NA
"466",835318,"CRK42","AT5G52420, K24M7.17, K24M7_17","uncharacterized protein",76819,"MSTRG.25984","t40","up",NA,NA
"467",840119,"SYP24","AT1G32270, F27G20.2, SYNTAXIN 24, SYP24","syntaxin",111928,"MSTRG.37788","t40","up",NA,NA
"468",842733,"WRKY62","AT1G64280, ARABIDOPSIS NONEXPRESSER OF PR GENES 1, ATNPR1, F15H21.6, F15H21_6, NIM1, NON-INDUCIBLE IMMUNITY 1, NONEXPRESSER OF PR GENES 1, REGULATORY PROTEIN NPR1, SAI1, SALICYLIC ACID INSENSITIVE 1","regulatory protein (NPR1)",102905,"MSTRG.34909","t40","up",NA,NA
"469",851752,"HIR3","YDR172W, GST1, PNM2, SAL3, SUF12, SUP2, SUP36","translation termination factor GTPase eRF3",23845,"MSTRG.8138","t40","up",NA,NA
"470",4344063,"HSF-19","OSNPB_070640900, HSF12, HSF19, HSFB4B, OJ1340_C08.141-1, OJ1340_C08.141-2, OsHSF12, OsHsf-19, rHsf12","heat stress transcription factor B-4b-like",60327,"MSTRG.20418","t40","up",NA,NA
"471",100233234,"LOC100233234","GLYMA_10G180600, GmCRY2a1, GmCRY2a2","cryptochrome 2",59091,"MSTRG.19975","t40","up",NA,NA
"472",100301877,"NFR5A","GLYMA_11G063100","Nod factor receptor protein 5A",62967,"MSTRG.21438","t40","up",NA,NA
"473",100301906,"NAC11","GLYMA_19G108800, GmNAC181","transcriptional factor NAC11",110014,"MSTRG.37066","t40","up",NA,NA
"474",100305387,"LOC100305387","GLYMA_13G054300","FERONIA receptor-like kinase",73841,"MSTRG.24907","t40","up",NA,NA
"475",100305418,"LOC100305418","GLYMA_12G002400","cytokinin-regulated kinase",67475,"MSTRG.23006","t40","up","cytokinin-regulated kinase","GO:0016021,GO:0005524,GO:0042803,GO:0004674"
"476",100305727,"LOC100305727","GLYMA_02G212100","uncharacterized LOC100305727",9912,"MSTRG.3338","t40","up",NA,NA
"477",100305807,"LOC100305807","GLYMA_11G105800","uncharacterized LOC100305807",63831,"MSTRG.21792","t40","up",NA,NA
"478",100306014,"LOC100306014","GLYMA_12G024100","uncharacterized LOC100306014",67934,"MSTRG.23178","t40","up",NA,NA
"479",100306576,"LOC100306576","GLYMA_11G236500","uncharacterized LOC100306576",66880,"MSTRG.22815","t40","up","uncharacterized LOC100306576",NA
"480",100306610,"LOC100306610","GLYMA_07G139300","uncharacterized LOC100306610",38616,"MSTRG.13131","t40","up",NA,NA
"481",100499858,"LOC100499858","GLYMA_13G286600","uncharacterized LOC100499858",78846,"MSTRG.26740","t40","up",NA,NA
"482",100500122,"LOC100500122","GLYMA_02G282400","reticulon-like protein B8",11279,"MSTRG.3876","t40","up",NA,NA
"483",100500381,"LOC100500381","GLYMA_06G100900","uncharacterized LOC100500381",30916,"MSTRG.10564","t40","up",NA,NA
"484",100500517,"LOC100500517","GLYMA_02G092500","CASP-like protein 12",7278,"MSTRG.2536","t40","up",NA,NA
"485",100500550,"LOC100500550","GLYMA_03G246800","uncharacterized LOC100500550",16973,"MSTRG.5798","t40","up",NA,NA
"486",100526874,"LOC100526874","GLYMA_13G133100","C2H2-type zinc finger protein",75554,"MSTRG.25512","t40","up",NA,NA
"487",100526897,"LOC100526897","GLYMA_03G173300","C2H2-type zinc finger protein",15465,"MSTRG.5200","t40","up",NA,NA
"488",100527088,"LOC100527088","GLYMA_03G040900","putative LURP-one-related protein",12674,"MSTRG.4368","t40","up",NA,NA
"489",100527108,"LOC100527108","GLYMA_15G228500","uncharacterized LOC100527108",90531,"MSTRG.30619","t40","up",NA,NA
"490",100527307,"LOC100527307","GLYMA_07G243900","SRPBCC domain-containing protein",40797,"MSTRG.13802","t40","up",NA,NA
"491",100527399,"LOC100527399","GLYMA_08G032800","uncharacterized LOC100527399",42218,"MSTRG.14340","t40","up",NA,NA
"492",100527485,"LOC100527485","GLYMA_11G119900","BURP domain-containing protein",64106,"MSTRG.21909","t40","up",NA,NA
"493",100527593,"LOC100527593","GLYMA_17G113000","putative stellacyanin",98531,"MSTRG.33412","t40","up",NA,NA
"494",100527629,"LOC100527629","GLYMA_04G021600","putative expansin",17865,"MSTRG.6134","t40","up",NA,NA
"495",100775768,"LOC100775768","GLYMA_10G066000","serine/threonine-protein kinase CTR1",56530,"MSTRG.19259","t40","up",NA,NA
"496",100776165,"LOC100776165","GLYMA_11G193600","probable xyloglucan endotransglucosylase/hydrolase protein 32-like",65203,"MSTRG.22301","t40","up",NA,NA
"497",100776413,"LOC100776413","GLYMA_13G331400","probable NOT transcription complex subunit VIP2",79796,"MSTRG.27091","t40","up",NA,NA
"498",100776419,"LOC100776419","GLYMA_06G107800, GmSHMT06n","serine hydroxymethyltransferase 7",31067,"MSTRG.10621","t40","up",NA,NA
"499",100776430,"LOC100776430","GLYMA_07G195300","stem-specific protein TSJT1",39816,"MSTRG.13431","t40","up",NA,NA
"500",100776582,"LOC100776582","GLYMA_13G346700","endochitinase PR4",80154,"MSTRG.27212","t40","up",NA,NA
"501",100776660,"LOC100776660","GLYMA_10G115300","cytochrome P450 71D8-like",57617,"MSTRG.19510","t40","up",NA,NA
"502",100777197,"LOC100777197","GLYMA_10G115500","cytochrome P450 71D8-like",57619,"MSTRG.19512","t40","up",NA,NA
"503",100777818,"LOC100777818","GLYMA_06G128700","calcineurin B-like protein 4",31512,"MSTRG.10798","t40","up","calcineurin B-like protein 4","GO:0005509"
"504",100778084,"LOC100778084","GLYMA_10G070200v4, C4DT","glycinol 4-dimethylallyltransferase-like",56623,"MSTRG.19288","t40","up",NA,NA
"505",100778239,"LOC100778239","GLYMA_01G048400","ribonuclease 3",1219,"MSTRG.478","t40","up",NA,NA
"506",100778278,"LOC100778278","GLYMA_18G301600","uncharacterized protein At2g33490",107694,"MSTRG.36425","t40","up",NA,NA
"507",100778656,"LOC100778656","GLYMA_11G039000","NAD-capped RNA hydrolase DXO1",62492,"MSTRG.21236","t40","up",NA,NA
"508",100778890,"LOC100778890","GLYMA_06G188900","HIPL1 protein",32869,"MSTRG.11298","t40","up",NA,NA
"509",100779180,"LOC100779180","GLYMA_11G069600","laccase-11",63088,"MSTRG.21481","t40","up","laccase-11","GO:0048046,GO:0005507,GO:0052716,GO:0016491,GO:0046274"
"510",100779395,"LOC100779395","GLYMA_05G124800","berberine bridge enzyme-like 28",26071,"MSTRG.8741","t40","up",NA,NA
"511",100779437,"LOC100779437","GLYMA_07G102400","protein C2-DOMAIN ABA-RELATED 4",37808,"MSTRG.12875","t40","up","protein C2-DOMAIN ABA-RELATED 4","GO:0005634,GO:0005886,GO:0009738"
"512",100779499,"LOC100779499","GLYMA_09G023600, GmHD-ZIPIII-5","homeobox-leucine zipper protein ATHB-14-like",49864,"MSTRG.16984","t40","up",NA,NA
"513",100779570,"LOC100779570","GLYMA_12G154400","cytochrome c oxidase copper chaperone 1",70518,"MSTRG.23983","t40","up",NA,NA
"514",100779571,"LOC100779571","GLYMA_20G119100","probable protein phosphatase 2C 15",115793,"MSTRG.39060","t40","up",NA,NA
"515",100779615,"LOC100779615","GLYMA_07G233900","pleiotropic drug resistance protein 3",40617,"MSTRG.13723","t40","up",NA,NA
"516",100779987,"LOC100779987","GLYMA_07G103000, AT1G18270","uncharacterized LOC100779987",37823,"MSTRG.12881","t40","up",NA,NA
"517",100780084,"LOC100780084","GLYMA_19G016100","probable galacturonosyltransferase-like 10",108063,"MSTRG.36555","t40","up",NA,NA
"518",100780503,"LOC100780503","GLYMA_07G103700","NDR1/HIN1-like protein 10",37842,"MSTRG.12889","t40","up",NA,NA
"519",100780528,"LOC100780528","GLYMA_16G058300","DNA replication complex GINS protein PSF2",92739,"MSTRG.31418","t40","up",NA,NA
"520",100780563,"LOC100780563","GLYMA_17G110300","xylogalacturonan beta-1,3-xylosyltransferase",98464,"MSTRG.33389","t40","up",NA,NA
"521",100780567,"LOC100780567","GLYMA_09G099900","probable LRR receptor-like serine/threonine-protein kinase At1g56130",51366,"MSTRG.17491","t40","up",NA,NA
"522",100780940,"LOC100780940","GLYMA_02G088700","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4",7180,"MSTRG.2507","t40","up",NA,NA
"523",100781212,"LOC100781212","GLYMA_13G363000","acyl-protein thioesterase 2",80507,"MSTRG.27346","t40","up",NA,NA
"524",100781718,"LOC100781718","GLYMA_04G240100","WAT1-related protein At5g40210",22670,"MSTRG.7658","t40","up",NA,NA
"525",100781890,"LOC100781890","GLYMA_20G059100","OBERON-like protein",114464,"MSTRG.38638","t40","up",NA,NA
"526",100782473,"LOC100782473","GLYMA_07G204800","phospholipase A1-IIgamma",40006,"MSTRG.13503","t40","up",NA,NA
"527",100782572,"LOC100782572","GLYMA_03G187900","probable 2-oxoglutarate-dependent dioxygenase SLC1",15746,"MSTRG.5301","t40","up",NA,NA
"528",100782663,"LOC100782663","GLYMA_14G208000","NDR1/HIN1-like protein 6",85311,"MSTRG.28870","t40","up",NA,NA
"529",100782693,"LOC100782693","GLYMA_16G063500","F-box/kelch-repeat protein At3g23880",92845,"MSTRG.31456","t40","up",NA,NA
"530",100782800,"CRK71","GLYMA_20G138100, GmCRK71","cysteine-rich receptor-like protein kinase",116220,"MSTRG.39211","t40","up","cysteine-rich receptor-like protein kinase","GO:0016021,GO:0005886,GO:0005524,GO:0004674,GO:0006468"
"531",100782929,"LOC100782929","GLYMA_10G232800","mitogen-activated protein kinase kinase kinase YODA",60209,"MSTRG.20383","t40","up",NA,NA
"532",100783199,"LOC100783199","GLYMA_06G063700","zinc finger protein 1",30080,"MSTRG.10249","t40","up",NA,NA
"533",100783677,"LOC100783677","","extensin-2-like",64350,"MSTRG.22007","t40","up",NA,NA
"534",100783801,"LOC100783801","GLYMA_10G140200","putative expansin-A17",58170,"MSTRG.19646","t40","up",NA,NA
"535",100783849,"LOC100783849","GLYMA_19G202900","probable carboxylesterase 15",112024,"MSTRG.37818","t40","up",NA,NA
"536",100784098,"LOC100784098","GLYMA_15G171000","IQ domain-containing protein IQM1",89259,"MSTRG.30323","t40","up","IQ domain-containing protein IQM1","GO:0005634"
"537",100784113,"LOC100784113","GLYMA_16G122700","aspartyl protease family protein",94177,"MSTRG.31780","t40","up",NA,NA
"538",100784124,"LOC100784124","GLYMA_08G180400","high affinity sulfate transporter 2",45324,"MSTRG.15511","t40","up",NA,NA
"539",100784249,"LOC100784249","GLYMA_13G095100","probable xyloglucan endotransglucosylase/hydrolase protein 23",74641,"MSTRG.25203","t40","up","probable xyloglucan endotransglucosylase/hydrolase protein 23",NA
"540",100784278,"LOC100784278","GLYMA_07G103900","NDR1/HIN1-like protein 10",37848,"MSTRG.12894","t40","up",NA,NA
"541",100784827,"LOC100784827","GLYMA_08G194600","ABC transporter C family member 8",45656,"MSTRG.15627","t40","up",NA,NA
"542",100784831,"LOC100784831","GLYMA_16G064100","MDIS1-interacting receptor like kinase 2",92853,"MSTRG.31460","t40","up",NA,NA
"543",100784908,"LOC100784908","GLYMA_11G109800","uncharacterized LOC100784908",63918,"MSTRG.21827","t40","up","uncharacterized LOC100784908","GO:0046872"
"544",100784982,"LOC100784982","GLYMA_14G130000","molybdate transporter 1",83452,"MSTRG.28356","t40","up",NA,NA
"545",100785028,"LOC100785028","GLYMA_09G087400","probable inositol transporter 2",51113,"MSTRG.17419","t40","up",NA,NA
"546",100785143,"LOC100785143","GLYMA_14G218100","cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG1-like",85516,"MSTRG.28955","t40","up",NA,NA
"547",100785248,"LOC100785248","GLYMA_03G149200","sugar transporter ERD6-like 7",14976,"MSTRG.5018","t40","up",NA,NA
"548",100785345,"LOC100785345","GLYMA_15G021900","LRR receptor-like serine/threonine-protein kinase IOS1",86210,"MSTRG.29198","t40","up",NA,NA
"549",100785391,"LOC100785391","GLYMA_02G204700","serine carboxypeptidase 24",9742,"MSTRG.3283","t40","up",NA,NA
"550",100785662,"LOC100785662","GLYMA_06G302700","peroxidase 3",118823,"MSTRG.40136","t40","up",NA,NA
"551",100785752,"LOC100785752","GLYMA_02G237300","probable LRR receptor-like serine/threonine-protein kinase At1g06840",10399,"MSTRG.3521","t40","up",NA,NA
"552",100785788,"LOC100785788","GLYMA_03G024500","ruBisCO-associated protein",12325,"MSTRG.4260","t40","up",NA,NA
"553",100785963,"LOC100785963","GLYMA_19G065800","putative aminoacrylate hydrolase RutD",109177,"MSTRG.36841","t40","up",NA,NA
"554",100786002,"LOC100786002","GLYMA_05G156500","uncharacterized LOC100786002",26768,"MSTRG.9011","t40","up",NA,NA
"555",100786017,"LOC100786017","GLYMA_13G263800","protein SRG1",78353,"MSTRG.26562","t40","up",NA,NA
"556",100786257,"LOC100786257","GLYMA_09G203500","phosphoenolpyruvate carboxykinase (ATP) 1",53335,"MSTRG.18094","t40","up",NA,NA
"557",100787073,"LOC100787073","GLYMA_13G106400","peroxidase N-like",74936,"MSTRG.25299","t40","up",NA,NA
"558",100787174,"LOC100787174","GLYMA_18G171400","E3 ubiquitin-protein ligase PRT1",105176,"MSTRG.35553","t40","up",NA,NA
"559",100787211,"LOC100787211","GLYMA_11G029700v4","uncharacterized LOC100787211",62273,"MSTRG.21167","t40","up",NA,NA
"560",100787246,"PT11C","GLYMA_11G210500, GmPT11c","prenyltransferase family protein PT11c",76048,"MSTRG.25693","t40","up",NA,NA
"561",100787396,"LOC100787396","GLYMA_19G222900","putative expansin-A17",112414,"MSTRG.37996","t40","up",NA,NA
"562",100787405,"LOC100787405","GLYMA_11G004800","sugar transport protein 13",61702,"MSTRG.20962","t40","up",NA,NA
"563",100787465,"LOC100787465","GLYMA_15G008900","probable polygalacturonase At1g80170",85909,"MSTRG.29085","t40","up",NA,NA
"564",100787531,"LOC100787531","GLYMA_10G079700","NDR1/HIN1-like protein 10",56765,"MSTRG.19336","t40","up",NA,NA
"565",100787601,"LOC100787601","GLYMA_05G175800","uncharacterized LOC100787601",27122,"MSTRG.9157","t40","up",NA,NA
"566",100787718,"LOC100787718","GLYMA_18G026900","putative serine/threonine-protein kinase-like protein CCR3",102289,"MSTRG.34690","t40","up",NA,NA
"567",100788062,"LOC100788062","GLYMA_10G079900","NDR1/HIN1-like protein 10",56767,"MSTRG.19337","t40","up","NDR1/HIN1-like protein 10","GO:0046658,GO:0016021,GO:0009506,GO:0098542"
"568",100788151,"LOC100788151","GLYMA_06G175100","leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1",32594,"MSTRG.11193","t40","up",NA,NA
"569",100788442,"LOC100788442","GLYMA_03G024566v4","ruBisCO-associated protein-like",12327,"MSTRG.4263","t40","up",NA,NA
"570",100788567,"LOC100788567","GLYMA_01G231000","ethylene-responsive transcription factor ERF022",5068,"MSTRG.1707","t40","up",NA,NA
"571",100788976,"LOC100788976","GLYMA_19G224600","transcription factor MYB61",112445,"MSTRG.38012","t40","up",NA,NA
"572",100789009,"LOC100789009","GLYMA_20G186200","AP2/ERF and B3 domain-containing transcription repressor RAV2",117255,"MSTRG.39591","t40","up",NA,NA
"573",100789081,"LOC100789081","GLYMA_08G003700","uncharacterized acetyltransferase At3g50280",41571,"MSTRG.14083","t40","up",NA,NA
"574",100789148,"LOC100789148","GLYMA_03G084200","membrane protein of ER body 2",13664,"MSTRG.4612","t40","up",NA,NA
"575",100789312,"LOC100789312","GLYMA_10G265100","uncharacterized LOC100789312",60848,"MSTRG.20634","t40","up",NA,NA
"576",100789537,"LOC100789537","GLYMA_20G186500","transcription factor HHO3",117260,"MSTRG.39593","t40","up",NA,NA
"577",100789630,"LOC100789630","GLYMA_09G163900","kunitz trypsin inhibitor 5",52540,"MSTRG.17799","t40","up",NA,NA
"578",100790182,"LOC100790182","GLYMA_02G242900","U-box domain-containing protein 21",10532,"MSTRG.3571","t40","up",NA,NA
"579",100790279,"LOC100790279","GLYMA_06G145300","peroxidase 52-like",31913,"MSTRG.10945","t40","up",NA,NA
"580",100790322,"LOC100790322","GLYMA_16G220500","thioredoxin H9",96041,"MSTRG.32427","t40","up",NA,NA
"581",100790891,"LOC100790891","GLYMA_18G118300","uncharacterized LOC100790891",104040,"MSTRG.35287","t40","up",NA,NA
"582",100790964,"LOC100790964","GLYMA_13G033900","rust resistance kinase Lr10",73314,"MSTRG.24761","t40","up",NA,NA
"583",100791015,"LOC100791015","GLYMA_01G019200","phosphoenolpyruvate carboxykinase (ATP) 1",622,"MSTRG.266","t40","up",NA,NA
"584",100791152,"LOC100791152","GLYMA_06G215600","probable receptor-like protein kinase At5g20050",33443,"MSTRG.11458","t40","up",NA,NA
"585",100791196,"LOC100791196","GLYMA_16G161100","UPF0481 protein At3g47200",94951,"MSTRG.32043","t40","up",NA,NA
"586",100791196,"LOC100791196","GLYMA_16G161100","UPF0481 protein At3g47200",94950,"MSTRG.32043","t40","up",NA,NA
"587",100791341,"LOC100791341","GLYMA_14G102700","chorismate mutase 2",82954,"MSTRG.28254","t40","up",NA,NA
"588",100791666,"LOC100791666","GLYMA_05G209100","uncharacterized LOC100791666",27881,"MSTRG.9419","t40","up",NA,NA
"589",100791945,"LOC100791945","GLYMA_18G096700","uncharacterized LOC100791945",103617,"MSTRG.35178","t40","up",NA,NA
"590",100792035,"LOC100792035","GLYMA_07G083700","bark storage protein A",37442,"MSTRG.12725","t40","up",NA,NA
"591",100792313,"LOC100792313","GLYMA_03G085500","GTP cyclohydrolase 1",13686,"MSTRG.4614","t40","up","GTP cyclohydrolase 1","GO:0005737,GO:0005525,GO:0003934,GO:0008270,GO:0035998,GO:0006729,GO:0046654"
"592",100792365,"LOC100792365","GLYMA_05G032700","histone-lysine N-methyltransferase SETD1A",23913,"MSTRG.8166","t40","up",NA,NA
"593",100792833,"LOC100792833","GLYMA_18G208800","probable WRKY transcription factor 33",105907,"MSTRG.35761","t40","up",NA,NA
"594",100792870,"LOC100792870","GLYMA_12G053900","cyanogenic beta-glucosidase",68584,"MSTRG.23399","t40","up",NA,NA
"595",100792931,"LOC100792931","GLYMA_07G266500","scarecrow-like protein 13-like",41274,"MSTRG.13983","t40","up","scarecrow-like protein 13-like","GO:0005634,GO:0003700,GO:0043565,GO:0006355"
"596",100793120,"LOC100793120","GLYMA_08G093200","type IV inositol polyphosphate 5-phosphatase 9",43445,"MSTRG.14806","t40","up","type IV inositol polyphosphate 5-phosphatase 9","GO:0016791,GO:0046856"
"597",100793189,"CRK41","GLYMA_11G207500, GmCRK41","cysteine-rich receptor-like protein kinase",66284,"MSTRG.22584","t40","up",NA,NA
"598",100793208,"LOC100793208","GLYMA_04G2543001, GmSHMT04n","serine hydroxymethyltransferase 7",22930,"MSTRG.7766","t40","up","serine hydroxymethyltransferase 7",NA
"599",100793498,"LOC100793498","GLYMA_02G264200","U-box domain-containing protein 1",10939,"MSTRG.3731","t40","up","U-box domain-containing protein 1",NA
"600",100793554,"LOC100793554","GLYMA_04G184000","boron transporter 1",21354,"MSTRG.7206","t40","up",NA,NA
"601",100793598,"LOC100793598","GLYMA_06G102000","protein PHOSPHATE-INDUCED 1",30941,"MSTRG.10572","t40","up",NA,NA
"602",100793934,"LOC100793934","GLYMA_12G023300","L-ascorbate oxidase homolog",67917,"MSTRG.23173","t40","up",NA,NA
"603",100794151,"LOC100794151","GLYMA_08G027000","lupeol synthase",42101,"MSTRG.14288","t40","up",NA,NA
"604",100794374,"LOC100794374","GLYMA_09G238100","amino acid transporter AVT1I",54037,"MSTRG.18360","t40","up",NA,NA
"605",100794703,"LOC100794703","GLYMA_08G094400","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2",43469,"MSTRG.14816","t40","up",NA,NA
"606",100795427,"LOC100795427","GLYMA_09G168600","probable cyclic nucleotide-gated ion channel 20, chloroplastic",52632,"MSTRG.17828","t40","up",NA,NA
